movie_id,set_id,pair_id,label,aggregated_surprise,aggregated_surprise_all,aggregated_surprise_localized,aggregated_surprise_diagnostic_max,aggregated_surprise_diagnostic_mean,aggregated_surprise_old_all_window_max,motion_energy,condition,property,source,num_windows,differentiable_windows,active_tokens_mean,window_surprises,window_surprises_all,window_surprises_localized,diagnostic_window_flags,matched_movie_id,differentiable,not_measurable
2,O2:02,2,possible,0.5685923099517822,0.5653800368309021,0.5685923099517822,0.5685923099517822,0.5662992795308431,0.5653800368309021,0.0011728941462934017,O2,O2,intphys-dev,12,3,853.3333333333334,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.568592 0.565153 0.565153,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.565153 0.565153 0.565153,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.568592 0.565153 0.565153,0 0 0 0 0 0 0 0 0 1 1 1,1,True,False
1,O2:02,2,impossible,0.580386757850647,0.5747555494308472,0.580386757850647,0.580386757850647,0.5679378310839335,0.5747555494308472,0.0012036841362714767,O2,O2,intphys-dev,12,3,853.3333333333334,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.580387 0.563496 0.559931,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.574756 0.563496 0.559931,0.565380 0.565153 0.565153 0.564534 0.564534 0.564534 0.564534 0.564534 0.564534 0.580387 0.563496 0.559931,0 0 0 0 0 0 0 0 0 1 1 1,2,True,False
3,O2:02,3,possible,0.5629661083221436,0.56031334400177,0.5629661083221436,0.5629661083221436,0.5609426498413086,0.56031334400177,0.0011770911514759064,O2,O2,intphys-dev,12,3,853.3333333333334,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.562966 0.559931 0.559931,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.559931 0.559931 0.559931,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.562966 0.559931 0.559931,0 0 0 0 0 0 0 0 0 1 1 1,4,True,False
4,O2:02,3,impossible,0.5819181799888611,0.5723037123680115,0.5819181799888611,0.5819181799888611,0.570002535978953,0.5723037123680115,0.0012063516769558191,O2,O2,intphys-dev,12,3,853.3333333333334,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.581918 0.562937 0.565153,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.572304 0.562937 0.565153,0.559931 0.559931 0.559931 0.560313 0.560313 0.560313 0.560313 0.560313 0.560313 0.581918 0.562937 0.565153,0 0 0 0 0 0 0 0 0 1 1 1,3,True,False
1,O2:03,1,possible,0.5808855295181274,0.6083999276161194,0.5808855295181274,0.5808855295181274,0.5684476494789124,0.6083999276161194,0.012737247161567211,O2,O2,intphys-dev,12,2,640.0,0.608400 0.590777 0.579015 0.574881 0.574876 0.580886 0.556010 0.590816 0.568601 0.574165 0.580507 0.582374,0.608400 0.590777 0.579015 0.574881 0.574876 0.571212 0.564631 0.590816 0.568601 0.574165 0.580507 0.582374,0.608400 0.590777 0.579015 0.574881 0.574876 0.580886 0.556010 0.590816 0.568601 0.574165 0.580507 0.582374,0 0 0 0 0 1 1 0 0 0 0 0,3,True,False
3,O2:03,1,impossible,0.5777438879013062,0.6083999276161194,0.5777438879013062,0.5777438879013062,0.5663433969020844,0.6083999276161194,0.012751291505992413,O2,O2,intphys-dev,12,2,640.0,0.608400 0.590777 0.579015 0.574881 0.574876 0.577744 0.554943 0.590599 0.568601 0.574165 0.580507 0.582374,0.608400 0.590777 0.579015 0.574881 0.574876 0.568659 0.562289 0.590599 0.568601 0.574165 0.580507 0.582374,0.608400 0.590777 0.579015 0.574881 0.574876 0.577744 0.554943 0.590599 0.568601 0.574165 0.580507 0.582374,0 0 0 0 0 1 1 0 0 0 0 0,1,True,False
4,O2:03,4,possible,0.583418071269989,0.6077073216438293,0.583418071269989,0.583418071269989,0.5703800320625305,0.6077073216438293,0.012860818766057491,O2,O2,intphys-dev,12,2,640.0,0.607707 0.590509 0.580588 0.575906 0.578572 0.583418 0.557342 0.597552 0.571831 0.573759 0.579740 0.583681,0.607707 0.590509 0.580588 0.575906 0.578572 0.573520 0.566692 0.597552 0.571831 0.573759 0.579740 0.583681,0.607707 0.590509 0.580588 0.575906 0.578572 0.583418 0.557342 0.597552 0.571831 0.573759 0.579740 0.583681,0 0 0 0 0 1 1 0 0 0 0 0,2,True,False
2,O2:03,4,impossible,0.5781078934669495,0.6077073216438293,0.5781078934669495,0.5781078934669495,0.5664158165454865,0.6077073216438293,0.01284709107130766,O2,O2,intphys-dev,12,2,640.0,0.607707 0.590509 0.580588 0.575906 0.578572 0.578108 0.554724 0.590017 0.571831 0.573759 0.579740 0.583681,0.607707 0.590509 0.580588 0.575906 0.578572 0.568175 0.562432 0.590017 0.571831 0.573759 0.579740 0.583681,0.607707 0.590509 0.580588 0.575906 0.578572 0.578108 0.554724 0.590017 0.571831 0.573759 0.579740 0.583681,0 0 0 0 0 1 1 0 0 0 0 0,4,True,False
1,O2:04,1,possible,0.5728616714477539,0.6079673767089844,0.5728616714477539,0.5728616714477539,0.566985011100769,0.6079673767089844,0.01404946856200695,O2,O2,intphys-dev,12,2,768.0,0.607967 0.595021 0.590817 0.585632 0.578567 0.572862 0.561108 0.594141 0.574119 0.578973 0.586363 0.592725,0.607967 0.595021 0.590817 0.585632 0.578567 0.571380 0.567730 0.594141 0.574119 0.578973 0.586363 0.592725,0.607967 0.595021 0.590817 0.585632 0.578567 0.572862 0.561108 0.594141 0.574119 0.578973 0.586363 0.592725,0 0 0 0 0 1 1 0 0 0 0 0,3,True,False
3,O2:04,1,impossible,0.5724003911018372,0.6079673767089844,0.5724003911018372,0.5724003911018372,0.5667051076889038,0.6079673767089844,0.014035551808774471,O2,O2,intphys-dev,12,2,768.0,0.607967 0.595021 0.590817 0.585632 0.578567 0.572400 0.561010 0.591215 0.574119 0.578973 0.586363 0.592725,0.607967 0.595021 0.590817 0.585632 0.578567 0.570568 0.566439 0.591215 0.574119 0.578973 0.586363 0.592725,0.607967 0.595021 0.590817 0.585632 0.578567 0.572400 0.561010 0.591215 0.574119 0.578973 0.586363 0.592725,0 0 0 0 0 1 1 0 0 0 0 0,1,True,False
4,O2:04,4,possible,0.5718798637390137,0.6081689596176147,0.5718798637390137,0.5718798637390137,0.566422313451767,0.6081689596176147,0.01392773911356926,O2,O2,intphys-dev,12,2,768.0,0.608169 0.595071 0.590259 0.584228 0.577815 0.571880 0.560965 0.591364 0.572026 0.579603 0.585944 0.594597,0.608169 0.595071 0.590259 0.584228 0.577815 0.570690 0.566847 0.591364 0.572026 0.579603 0.585944 0.594597,0.608169 0.595071 0.590259 0.584228 0.577815 0.571880 0.560965 0.591364 0.572026 0.579603 0.585944 0.594597,0 0 0 0 0 1 1 0 0 0 0 0,2,True,False
2,O2:04,4,impossible,0.5712307691574097,0.6081689596176147,0.5712307691574097,0.5712307691574097,0.5675851702690125,0.6081689596176147,0.01394159346818924,O2,O2,intphys-dev,12,2,768.0,0.608169 0.595071 0.590259 0.584228 0.577815 0.571231 0.563940 0.592123 0.572026 0.579603 0.585944 0.594597,0.608169 0.595071 0.590259 0.584228 0.577815 0.569470 0.569939 0.592123 0.572026 0.579603 0.585944 0.594597,0.608169 0.595071 0.590259 0.584228 0.577815 0.571231 0.563940 0.592123 0.572026 0.579603 0.585944 0.594597,0 0 0 0 0 1 1 0 0 0 0 0,4,True,False
2,O2:05,2,possible,0.5771079063415527,0.5771079659461975,0.5771079063415527,0.5771079063415527,0.5648641784985861,0.5771079659461975,0.003362752730026841,O2,O2,intphys-dev,12,9,995.5555555555555,0.575815 0.576696 0.568886 0.568540 0.568270 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0.575815 0.576696 0.568886 0.567607 0.568270 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0.575815 0.576696 0.568886 0.568540 0.568270 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0 0 0 1 1 1 1 1 1 1 1 1,4,True,False
4,O2:05,2,impossible,0.5797634124755859,0.5797634124755859,0.5797634124755859,0.5797634124755859,0.5677884221076965,0.5797634124755859,0.003352330531924963,O2,O2,intphys-dev,12,9,995.5555555555555,0.575815 0.576696 0.568886 0.571385 0.569748 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0.575815 0.576696 0.568886 0.569697 0.569748 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0.575815 0.576696 0.568886 0.571385 0.569748 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0 0 0 1 1 1 1 1 1 1 1 1,2,True,False
3,O2:05,3,possible,0.5797634124755859,0.5797634124755859,0.5797634124755859,0.5797634124755859,0.567441980044047,0.5797634124755859,0.0033455078955739737,O2,O2,intphys-dev,12,9,995.5555555555555,0.577959 0.579366 0.570794 0.569417 0.568599 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0.577959 0.579366 0.570794 0.568825 0.568599 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0.577959 0.579366 0.570794 0.569417 0.568599 0.557929 0.559896 0.579763 0.561108 0.563008 0.575762 0.571496,0 0 0 1 1 1 1 1 1 1 1 1,1,True,False
1,O2:05,3,impossible,0.5771079063415527,0.5793660283088684,0.5771079063415527,0.5771079063415527,0.5651602149009705,0.5793660283088684,0.003356033470481634,O2,O2,intphys-dev,12,9,995.5555555555555,0.577959 0.579366 0.570794 0.571206 0.568268 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0.577959 0.579366 0.570794 0.570273 0.568268 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0.577959 0.579366 0.570794 0.571206 0.568268 0.558261 0.558048 0.577108 0.560086 0.561718 0.563900 0.567847,0 0 0 1 1 1 1 1 1 1 1 1,3,True,False
